Crop,Variety,Region,Season,Soil_Type,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Yield
Rice,Arborio,West Bengal,Zaid,Silt,122.5346133,80.24505359,21.88780313,17.28300668,82.85563859,4.599368143,396.2166218,6587.41
Tomato,Beefsteak,Madhya Pradesh,Rabi,Sandy,11.16259961,67.99183931,35.55206398,16.74125452,53.46825618,6.331104796,222.2396475,25785.9
Potato,Russet,Punjab,Rabi,Saline,88.90527407,44.70008055,63.89934268,33.30887949,66.63062534,4.765453107,105.0024489,23191.4
Potato,Red,Uttar Pradesh,Zaid,Saline,132.8710286,53.70233499,72.78943951,11.98340316,47.08403942,6.769251647,302.8760286,24080.56
Sugarcane,Co 86032,Tamil Nadu,Rabi,Silt,120.3123602,83.41226448,27.55820488,10.5616562,71.36967245,5.452647603,196.7485384,93710.4
Tomato,Roma,Maharashtra,Rabi,Silt,32.64512511,25.05713022,60.910337,32.89288469,37.25741106,5.231347208,165.5343182,28020.55
Rice,Arborio,Uttar Pradesh,Zaid,Saline,92.01690776,71.76412851,15.85299319,34.98134681,53.64657792,6.166445968,166.6226198,4104.82
Maize,Flint,Uttar Pradesh,Kharif,Clay,70.71565487,88.99577527,57.24982627,19.16830492,77.99028777,5.143799528,359.5743127,8750.34
Potato,Russet,Haryana,Zaid,Loamy,15.1609348,22.7667806,36.37200416,35.28712939,75.12807263,4.840804095,387.204543,25967.21
Potato,Russet,Punjab,Zaid,Clay,149.549383,28.29324756,46.90868849,35.83948152,89.54845803,5.125379697,98.37949507,25079.96
Maize,Sweet,Maharashtra,Zaid,Clay,66.74235076,16.34479098,72.9820979,39.79209745,74.85272864,8.169064014,226.0044969,5663.6
Maize,Dent,Madhya Pradesh,Kharif,Peaty,51.48085042,89.74637496,92.54494954,17.71031439,98.68029474,5.955473803,160.6172237,6819.33
Potato,Yukon Gold,Uttar Pradesh,Zaid,Saline,95.30072583,85.85821268,76.42985862,12.71873463,44.25967499,7.485249741,297.3238695,26411.89
Sugarcane,Co 0238,Tamil Nadu,Kharif,Saline,13.20993063,79.55393824,41.56514759,44.95553805,96.69800358,7.541562381,143.5015074,54721.38
Wheat,Hard Red,Madhya Pradesh,Rabi,Clay,88.19893407,69.4227996,41.62479423,39.86816455,86.75907045,6.926177126,118.9246814,5067.78
Rice,Basmati,Uttar Pradesh,Kharif,Peaty,126.1758522,68.71660732,21.28174314,20.35377497,64.29743522,6.177862884,371.2937581,6110.28
Wheat,Hard Red,Rajasthan,Rabi,Peaty,67.37249494,48.65111053,34.80675413,34.13244827,67.3038335,4.670422528,92.30151363,3691.15
Wheat,Hard Red,Punjab,Rabi,Saline,14.81292344,72.14582537,32.45909959,26.7785358,92.97904851,8.356989585,346.7319068,3918.02
Potato,Yukon Gold,Haryana,Rabi,Silt,55.24686493,60.24724256,53.74047854,37.4108418,70.99521526,8.232748769,40.55285619,26522.16
Tomato,Beefsteak,Tamil Nadu,Kharif,Peaty,113.5303375,78.71339924,95.32691379,26.97891317,40.04904839,5.60891409,239.2460632,45752.98
Tomato,Cherry,Maharashtra,Kharif,Sandy,140.9861134,59.15062226,12.78292224,30.50386455,74.58707743,5.126204611,183.0844324,29065.76
Tomato,Cherry,Tamil Nadu,Zaid,Clay,100.5191558,63.56932735,50.35769196,33.37784655,33.37649838,5.823776074,350.2596629,34470.59
Wheat,Hard Red,Rajasthan,Rabi,Peaty,94.32438934,79.00947677,12.90893865,13.07536011,66.47481517,7.012488914,44.06917225,3877.46
Maize,Dent,Maharashtra,Kharif,Clay,6.14158163,50.21411743,67.65088257,32.43658133,69.59109504,8.230268758,338.0186597,7075.62
Maize,Dent,Uttar Pradesh,Kharif,Sandy,72.96293645,46.61391872,51.14397487,25.6455054,66.582049,4.527886532,343.1500719,7215.27
Maize,Sweet,Uttar Pradesh,Zaid,Saline,72.97004779,35.74267463,41.36634682,32.13533877,34.82020173,8.466954725,180.5701689,4047.64
Potato,Red,Madhya Pradesh,Rabi,Saline,50.13825233,56.71681324,89.73511937,10.35280157,95.02351831,4.731900994,298.2879084,19899.18
Potato,Russet,Uttar Pradesh,Zaid,Silt,137.5338839,80.94613432,71.12257596,39.77063187,50.22950153,4.508901411,76.80489089,26242.51
Maize,Flint,Maharashtra,Kharif,Silt,52.3703126,60.88690406,91.3341966,23.01848396,61.69514107,6.9257333,278.5867976,8538.28
Wheat,Durum,Haryana,Rabi,Saline,35.41812891,71.75943399,12.05905907,30.21872515,48.96478614,5.196805197,178.3500579,3244.41
Wheat,Soft Red,Punjab,Rabi,Saline,8.643699676,81.21728866,46.13150371,27.12491998,55.36500456,6.790288999,201.4865912,3897.96
Potato,Yukon Gold,Uttar Pradesh,Rabi,Clay,132.7901276,17.63654323,81.41893176,36.76651034,40.61084013,7.769718645,182.5852078,30862.73
Sugarcane,Co 0238,Uttar Pradesh,Kharif,Silt,29.48912817,47.31242981,98.16135789,35.98057278,59.19955707,7.802391363,350.7159863,103083.94
Wheat,Hard Red,Haryana,Rabi,Loamy,65.37448728,36.24768453,43.21497417,43.29672718,80.7048123,5.407062363,133.7899146,5467.68
Sugarcane,Co 86032,Karnataka,Kharif,Sandy,101.6965991,14.11796298,51.16548039,42.65104644,72.65363632,5.082001899,50.72010605,62761.4
Tomato,Roma,Madhya Pradesh,Kharif,Clay,146.6974265,49.23421247,79.76621689,11.53176537,61.94504221,5.87710866,75.00572634,35079.24
Tomato,Roma,Maharashtra,Zaid,Peaty,126.2527142,88.99091807,77.60176543,11.77383591,37.02343737,6.158277586,84.5220655,29289.03
Maize,Flint,Rajasthan,Rabi,Saline,43.18756447,77.44835793,22.67172014,13.28262827,38.49899731,6.053472603,131.4818892,4039.9
Rice,Arborio,Tamil Nadu,Kharif,Clay,18.40187808,39.68822375,42.31061199,12.26478054,70.04188536,6.023796824,134.5414206,5106.55
Potato,Russet,West Bengal,Rabi,Silt,27.8142042,45.27238903,72.98119896,42.82692707,62.72708723,7.08915758,197.5565516,29025.06
Rice,Arborio,Punjab,Kharif,Loamy,44.91600531,20.69449117,16.49408086,31.17489145,51.51232351,4.906076814,161.5311256,6089.45
Rice,Arborio,West Bengal,Kharif,Sandy,127.8526183,32.02241884,88.2160984,29.08008894,88.62293561,6.089665825,388.6671248,6797.86
Maize,Dent,Rajasthan,Kharif,Clay,148.1783475,46.70027124,92.35135005,15.70382132,30.41616374,6.227517095,241.6669834,8051.07
Wheat,Durum,Rajasthan,Rabi,Silt,146.2426439,22.0486622,77.61040264,13.21643426,78.58527154,5.038149622,259.9010515,5128.74
Rice,Basmati,West Bengal,Kharif,Sandy,38.88205247,31.13103579,11.85526905,20.81622992,63.83477298,5.045766535,223.1464791,4025.21
Sugarcane,Co 99004,Tamil Nadu,Kharif,Loamy,22.55726801,50.82619217,37.05506866,25.52421732,82.04404761,5.118773588,160.0688416,79161.37
Sugarcane,Co 99004,Andhra Pradesh,Kharif,Saline,33.52052943,88.11262733,86.00843686,18.84807658,99.60196184,7.042494947,393.7956321,82054.42
Tomato,Cherry,Karnataka,Kharif,Loamy,18.51428236,77.98805313,93.53400132,29.77277129,52.30568204,7.264198225,346.8411433,39045.17
Wheat,Hard Red,Rajasthan,Rabi,Silt,114.3280483,32.33153141,50.95171512,18.54889896,38.09004355,8.136017628,179.9931978,4413.02
Wheat,Soft Red,Haryana,Rabi,Peaty,24.74325675,50.87474173,78.31731526,18.44228387,95.96413282,7.551683991,169.5414981,4682.41
Maize,Dent,Karnataka,Zaid,Peaty,35.05782821,44.51212746,31.00732782,14.50011566,39.71884217,5.498287657,378.3253343,5569.96
Maize,Sweet,Maharashtra,Kharif,Clay,79.64442154,8.262708836,21.19838022,21.38632489,62.87768131,4.614959304,213.701003,5823.16
Potato,Yukon Gold,Madhya Pradesh,Rabi,Peaty,16.71326647,89.52586079,45.25487582,34.37198167,44.99978473,5.853201811,382.9210477,25742.16
Maize,Flint,Uttar Pradesh,Rabi,Silt,20.48134432,20.86705057,31.97914652,32.71186638,90.21826225,7.053349639,88.67352326,5065.97
Potato,Russet,Madhya Pradesh,Rabi,Clay,97.34886258,74.24419813,97.56916294,42.18869338,80.91883439,6.50596945,394.6335116,35306.63
Maize,Flint,Uttar Pradesh,Rabi,Clay,83.44827132,68.67680266,36.98210191,21.39013246,67.19403867,7.516459075,150.1632993,6970.13
Maize,Sweet,Uttar Pradesh,Kharif,Clay,78.7710207,27.18055802,23.777651,44.15498808,85.84698769,8.270293438,142.5915591,5937.25
Maize,Sweet,Madhya Pradesh,Zaid,Loamy,69.0489689,80.19291468,63.20944712,38.93928117,30.77643152,6.200264451,171.4764767,6584.98
Tomato,Roma,Madhya Pradesh,Rabi,Sandy,56.14308197,43.37927352,27.3565359,41.75404367,38.41990291,7.569127102,287.9054959,26801.07
Maize,Sweet,Karnataka,Kharif,Peaty,131.9956805,6.839084272,89.74655202,18.05094058,71.94628386,5.039796988,31.3817607,5163.29
Wheat,Durum,Madhya Pradesh,Rabi,Silt,84.72756508,21.36821787,61.10325876,10.26958872,85.26642384,7.912167938,149.9079016,4629.8
Wheat,Durum,Madhya Pradesh,Rabi,Peaty,108.1097271,57.8486254,34.31660631,38.60750693,96.46742861,4.891833936,145.5617336,4123.18
Rice,Arborio,West Bengal,Kharif,Saline,50.4037532,73.31782891,74.44207506,22.183914,94.54435087,6.703340349,266.7676252,5743.51
Potato,Red,Uttar Pradesh,Rabi,Loamy,111.227822,87.12867262,98.45797439,33.59323492,70.29747066,7.252402617,351.7885353,41908.92
Potato,Russet,Madhya Pradesh,Rabi,Peaty,28.42160648,9.858615232,96.25189513,44.97254487,98.35029191,5.553456063,116.1705684,19588.66
Sugarcane,Co 99004,Maharashtra,Rabi,Silt,117.0571784,22.62615009,62.2141676,12.78695917,31.77693488,6.555171103,128.9952226,87509.11
Wheat,Soft Red,Punjab,Rabi,Clay,145.1453702,57.50653899,48.30938832,37.10559151,66.04971023,7.855053813,29.55952945,4932.03
Rice,Basmati,Tamil Nadu,Kharif,Loamy,76.09417177,86.06994042,60.84714114,22.69431582,50.25429006,8.408595033,307.0471474,6727.55
Sugarcane,Co 99004,Andhra Pradesh,Rabi,Sandy,121.2610872,82.72095088,39.90197196,28.23503938,31.00649307,6.893715836,48.66304712,74211.82
Potato,Yukon Gold,West Bengal,Zaid,Loamy,16.14285828,53.5478012,36.8262099,13.96277165,82.23906093,7.986149433,130.5589625,24250.5
Rice,Jasmine,Punjab,Kharif,Silt,143.3188843,56.29498561,84.54817975,25.60745025,37.27241233,6.202184282,118.9516563,7017.76
Wheat,Durum,Haryana,Rabi,Sandy,7.60400535,31.72779425,75.49272246,39.00019378,96.34527016,8.382104978,356.8903355,4079.53
Maize,Sweet,Uttar Pradesh,Zaid,Sandy,5.840696218,34.73278088,10.3939106,40.6290917,96.39088718,5.117489343,159.6950593,3738.86
Wheat,Durum,Uttar Pradesh,Rabi,Saline,36.53512643,59.00044619,68.18040034,30.87989728,64.78366634,7.338905674,377.9362109,4120.95
Maize,Flint,Uttar Pradesh,Rabi,Sandy,129.4934345,25.93178412,21.03479344,24.50226678,92.42518459,7.736707563,341.5663443,6494.7
Potato,Yukon Gold,Haryana,Rabi,Clay,109.0346516,25.99979211,29.93763752,13.88564749,49.87778219,6.985509738,171.2053657,30399.78
Tomato,Beefsteak,Andhra Pradesh,Rabi,Sandy,102.4425334,40.65180432,10.22641104,13.97484389,74.09315653,7.251152272,270.0031312,34779.12
Rice,Jasmine,Andhra Pradesh,Kharif,Silt,54.89142555,34.60454523,95.16509321,13.4196101,76.25884909,8.183025324,339.7141822,6371.67
Maize,Dent,Maharashtra,Rabi,Peaty,93.90980345,23.57778207,99.78764975,17.84280876,66.13542714,6.809196391,284.6313146,8096.82
Sugarcane,Co 86032,Maharashtra,Rabi,Silt,70.1824347,39.19490781,74.98568821,20.73272206,77.01159636,7.515535594,22.15440395,72921.97
Potato,Red,Madhya Pradesh,Rabi,Saline,26.69305151,16.15275237,43.5081677,44.21991357,69.80321506,7.903614917,135.8962919,13850.12
Maize,Dent,Maharashtra,Zaid,Saline,87.0920675,14.0079504,99.20900172,31.41872844,73.35179599,6.425590816,360.7279016,6057.81
Wheat,Soft Red,Punjab,Rabi,Sandy,92.54955226,75.36543407,53.26412343,22.81337179,65.96195127,6.191874741,280.4330556,6363.63
Maize,Flint,Uttar Pradesh,Kharif,Clay,123.752984,57.69512935,79.58063926,37.404683,76.7958672,7.995279833,215.054589,8033.04
Rice,Arborio,Tamil Nadu,Kharif,Clay,12.57437706,73.97565108,51.45410085,44.47687149,47.96292058,5.891134261,288.2501687,5728.51
Tomato,Beefsteak,Tamil Nadu,Rabi,Clay,10.66859805,28.93042792,30.48586536,35.31961059,57.27168817,5.285637654,179.8469282,25936.28
Wheat,Soft Red,Punjab,Rabi,Saline,54.28332331,81.15411316,56.45104514,25.83370698,89.18091043,6.044148076,380.8565521,5079.32
Maize,Flint,Uttar Pradesh,Zaid,Silt,58.00074277,39.94282587,86.32787733,36.54734044,96.8145022,7.559351801,212.6607829,6678.83
Potato,Russet,Madhya Pradesh,Rabi,Peaty,16.36157741,57.97538732,77.00989945,42.72555029,59.10748385,5.549018351,129.7644092,20820.66
Wheat,Durum,Rajasthan,Rabi,Clay,100.1181827,81.30527877,40.38966836,32.95537504,68.06144312,7.820555539,261.5748305,5177.02
Potato,Russet,Punjab,Zaid,Peaty,59.72222714,74.26864699,99.6680191,43.47783766,67.29128131,8.017886516,204.9366658,27205.7
Potato,Red,Madhya Pradesh,Rabi,Sandy,45.33213998,88.40718807,11.89256069,35.98058494,67.15559774,7.795806303,360.7099062,21954.57
Potato,Red,Punjab,Rabi,Silt,114.2778971,29.75777273,63.17817916,40.00188527,46.4143948,7.581856306,201.0441333,31059.64
Wheat,Hard Red,Haryana,Rabi,Loamy,35.54990035,68.94254533,37.40476279,37.65982852,43.00996328,4.541181693,252.3987787,6012.12
Tomato,Beefsteak,Tamil Nadu,Rabi,Saline,46.2897544,7.339131188,85.05002157,19.51275459,46.05244414,5.782400426,328.1505942,29131.78
Sugarcane,Co 0238,Tamil Nadu,Kharif,Silt,36.22213498,34.80417777,51.75319515,26.59897885,69.48951031,5.023892586,345.8198634,97782.4
Tomato,Beefsteak,Karnataka,Zaid,Sandy,9.220491483,39.12382841,26.52075126,28.10919873,84.65432743,6.73182894,398.9824598,25994.58
Wheat,Hard Red,Rajasthan,Rabi,Loamy,131.006939,43.98245429,25.78439334,40.61794357,52.63258192,8.41938318,243.7630702,4994.34
Wheat,Soft Red,Madhya Pradesh,Rabi,Sandy,26.88777141,73.69130513,18.37369673,28.28113529,93.33491271,6.646795801,303.1602799,4477.46
Sugarcane,Co 0238,Andhra Pradesh,Kharif,Peaty,28.92084882,74.95176499,80.31365716,28.22558386,62.25118435,8.059761407,42.18432007,73300.59
Potato,Russet,West Bengal,Rabi,Silt,143.9827257,87.54709619,50.61868576,31.18401457,42.34775539,5.089604141,233.5960171,35502.82
Rice,Jasmine,Tamil Nadu,Kharif,Sandy,20.11475259,29.14230107,77.24658307,22.21052927,85.76294018,7.913613091,315.7797599,4684.4
Maize,Dent,Maharashtra,Kharif,Silt,81.041939,16.4896445,97.22487631,41.64075401,54.85445965,7.46355729,323.8823921,8744.26
Sugarcane,Co 0238,Uttar Pradesh,Kharif,Saline,137.8143604,60.40771964,98.50462615,44.22555642,79.11517666,6.388075906,54.96089117,78262.77
Rice,Basmati,Uttar Pradesh,Kharif,Loamy,96.1357464,24.8960369,51.77576447,10.04068363,52.17021908,6.057059336,365.1907862,6957.97
Sugarcane,Co 86032,Andhra Pradesh,Kharif,Clay,40.55592572,34.51125052,81.06839204,15.9232377,60.15092003,5.077215061,157.4640402,84648.02
Maize,Dent,Rajasthan,Kharif,Saline,11.16870975,86.31041042,93.70653985,23.66518489,82.42645274,7.78853648,99.49828191,4453.02
Rice,Basmati,Uttar Pradesh,Kharif,Clay,103.5676377,75.97818272,64.16858294,36.85579532,44.71652037,8.128347066,197.8091899,5859.73
Rice,Arborio,West Bengal,Kharif,Saline,31.0800088,41.46331607,49.62392219,36.04569742,45.63234135,7.218294255,394.1937681,4601.44
Sugarcane,Co 99004,Karnataka,Rabi,Loamy,146.2949026,60.03917618,49.69430275,14.91781341,41.93533448,8.459367032,299.7019873,110260.22
Wheat,Hard Red,Rajasthan,Rabi,Silt,76.85897762,67.92311894,27.20059763,36.65525689,89.41306291,4.571169966,135.0580948,4325.84
Maize,Sweet,Rajasthan,Rabi,Saline,13.49530345,33.81887013,65.96836219,35.92925912,43.74470321,7.525897377,62.38774483,3007.44
Tomato,Beefsteak,Andhra Pradesh,Rabi,Saline,31.6419488,60.33467306,22.81936042,29.87478488,33.41619598,4.696657233,191.7809073,22882.21
Sugarcane,Co 0238,Maharashtra,Kharif,Silt,137.2771934,8.993141098,97.96480406,22.60481503,72.05595535,6.544209523,228.2529337,107831.67
Wheat,Hard Red,Rajasthan,Rabi,Loamy,91.00577219,88.37791557,76.61752872,37.69718144,76.89575783,6.783895961,311.7651093,6962.09
Potato,Yukon Gold,Uttar Pradesh,Rabi,Silt,124.890381,89.67889827,59.29956306,41.83853905,73.48888068,8.267432443,134.1416703,32974.86
Rice,Jasmine,West Bengal,Zaid,Clay,15.96555989,31.66325238,24.25596424,12.79452613,65.44217794,7.409774261,257.7714018,4190.76
Sugarcane,Co 0238,Tamil Nadu,Kharif,Sandy,99.30353857,45.50659129,93.18425832,24.63590257,35.26415062,5.687044529,260.3239898,104323.3
Rice,Jasmine,Andhra Pradesh,Kharif,Saline,9.7162813,22.74070464,11.03986569,27.09164313,60.90777604,5.555690593,343.3607791,3415.38
Tomato,Cherry,Tamil Nadu,Zaid,Peaty,112.4514362,86.37845504,97.80989008,32.51106183,63.62818035,6.245496187,91.71138273,30559.74
Sugarcane,Co 99004,Karnataka,Kharif,Sandy,135.3924823,76.49113286,52.12506713,15.80900887,36.28538653,4.525368439,165.3603377,84690.08
Maize,Sweet,Madhya Pradesh,Rabi,Peaty,123.0352608,55.67819691,37.12487782,32.31854807,49.13346875,5.416921993,171.2373227,5718.31
Tomato,Roma,Andhra Pradesh,Kharif,Peaty,112.4724921,26.46317845,99.61543154,24.70793748,33.12641931,6.807251222,271.3228245,38494.06
Wheat,Durum,Haryana,Rabi,Peaty,38.42623918,6.029389934,84.40748042,14.83188253,41.90704853,7.160976027,224.1501088,4552.8
Rice,Basmati,West Bengal,Kharif,Loamy,37.29447135,47.67624101,80.17095528,22.65302358,40.15154428,5.362530894,337.7095259,6515.85
Tomato,Beefsteak,Maharashtra,Kharif,Loamy,35.1109602,17.36312912,71.11019708,44.52591541,46.91000538,6.929145979,106.123403,31460.96
Wheat,Hard Red,Uttar Pradesh,Rabi,Loamy,128.5714171,28.2376969,91.68347,37.37078462,92.45606248,5.937858748,396.4848813,7447.45
Potato,Red,West Bengal,Zaid,Silt,107.0883952,42.64115375,93.24444265,30.97107913,71.83111371,4.949096721,263.7710732,31854.28
Rice,Arborio,Uttar Pradesh,Zaid,Silt,145.847112,11.9848011,70.92523115,12.40196895,50.35763178,7.164948531,158.9089618,5646.97
Wheat,Soft Red,Uttar Pradesh,Rabi,Silt,108.9631351,21.0062806,92.15353731,13.28833852,93.3262094,8.417676644,398.6460451,5924.85
Potato,Red,Haryana,Rabi,Sandy,51.63394864,31.67799678,74.39393875,24.60509789,62.22549743,7.560193574,164.1535212,25250.33
Tomato,Beefsteak,Tamil Nadu,Rabi,Saline,9.097708426,44.85106953,75.13701917,20.11628287,52.8408158,5.629911361,119.8826175,22068.12
Wheat,Durum,Madhya Pradesh,Rabi,Sandy,26.59140912,15.9900153,37.70421452,38.21450977,87.3697592,5.671991586,203.3388292,3201.48
Potato,Yukon Gold,Punjab,Rabi,Loamy,88.24562622,11.61825775,56.87592682,28.36384773,75.65981538,6.122256111,129.6291553,33920.17
Maize,Dent,Uttar Pradesh,Kharif,Sandy,43.96807884,53.30725311,56.21169188,40.35907986,69.05782989,7.554206118,130.4500013,6067.99
Potato,Yukon Gold,Haryana,Zaid,Saline,114.3224456,80.13215479,70.55418344,35.68084342,36.05274631,8.158182167,223.8763283,24695.8
Maize,Dent,Maharashtra,Kharif,Loamy,13.96992112,23.43144353,62.88147558,36.30687909,65.84387839,8.233110319,50.08111368,5460.25
Wheat,Hard Red,Punjab,Rabi,Peaty,82.55697042,52.10751182,84.04554118,32.48897768,57.47808667,4.629484755,118.3279654,5073.21
Wheat,Soft Red,Haryana,Rabi,Saline,68.16349938,12.05953994,45.5628698,34.37158073,84.28198593,5.963422193,197.9022682,3983.54
Wheat,Durum,Madhya Pradesh,Rabi,Silt,64.31772602,71.04802746,59.93641551,37.40218763,64.14134687,6.834025006,196.1056558,5422.13
Wheat,Durum,Rajasthan,Rabi,Clay,40.46562869,67.63054562,45.36068364,15.41410483,51.89694881,6.167711564,48.93714159,3446.15
Potato,Russet,West Bengal,Rabi,Saline,75.33850034,59.79383281,76.08891861,43.22758027,98.75680548,7.640380442,208.525572,23082.91
Sugarcane,Co 86032,Maharashtra,Rabi,Loamy,51.98920796,11.90642152,24.75505608,17.06125949,78.47552187,5.309885141,330.4577866,79958.59
Maize,Flint,Karnataka,Kharif,Loamy,120.0373385,6.756823553,16.82634096,44.30646733,91.29122453,6.440520734,289.0276276,7643.55
Rice,Arborio,Uttar Pradesh,Kharif,Silt,9.32449025,19.16738534,30.0110491,16.53079518,57.9326362,6.769712618,70.71175762,4642.33
Sugarcane,Co 86032,Maharashtra,Kharif,Clay,12.50473428,32.94035616,61.31716593,11.62674672,46.63381332,8.101827211,235.5228169,69938.58
Rice,Jasmine,Punjab,Kharif,Clay,38.04887595,14.89833232,36.96880855,32.28444464,39.90038823,6.480049223,379.7688779,6263.02
Tomato,Roma,Andhra Pradesh,Kharif,Clay,100.1788428,65.75252061,76.83173102,33.32717017,91.79062244,5.513978062,323.9495606,44318.62
Tomato,Roma,Andhra Pradesh,Zaid,Clay,66.81363945,58.94028502,97.14090124,18.68015298,57.76148958,5.371423721,289.9681935,36770.89
Rice,Basmati,Andhra Pradesh,Kharif,Sandy,18.35113726,82.03852857,94.88904853,23.93601843,85.04891444,4.735359649,88.61786744,3962.28
Potato,Yukon Gold,West Bengal,Rabi,Saline,143.4600752,16.35291853,54.28965944,17.61194872,95.59293245,6.714832129,337.8356613,26652.4
Potato,Russet,Madhya Pradesh,Rabi,Sandy,108.073838,54.69395137,51.94846199,22.38217545,83.48020866,5.343178683,143.4782809,22903.91
Potato,Russet,Haryana,Rabi,Clay,101.8539466,46.10856666,43.92221874,10.36890893,35.40196368,5.729874537,195.2736042,30435.02
Maize,Dent,Madhya Pradesh,Kharif,Sandy,108.8113777,68.7350999,91.48928289,43.35489745,89.23670758,8.317061391,303.4710247,8117.1
Tomato,Cherry,Madhya Pradesh,Zaid,Sandy,5.063830098,64.0167021,24.19855073,32.78738092,65.15494395,7.847391652,369.2700385,21340.07
Tomato,Roma,Maharashtra,Kharif,Clay,114.6014236,5.275382666,64.9302034,14.04916701,64.80264956,7.798893391,362.9578286,37468.52
Wheat,Hard Red,Haryana,Rabi,Silt,42.94610326,48.11547085,18.20792958,28.25348573,52.82260222,4.536999651,253.3331021,5669.18
Sugarcane,Co 86032,Karnataka,Kharif,Saline,103.2461688,74.82931423,34.15832751,44.81289782,54.64055349,5.314402886,111.3900878,63339.13
Tomato,Beefsteak,Tamil Nadu,Zaid,Loamy,142.5766943,6.639876512,48.87161766,40.9823614,62.6727921,5.629950848,104.2615837,31300.56
Wheat,Hard Red,Haryana,Rabi,Sandy,37.55632053,15.07069551,22.90155271,29.46671958,73.16680992,6.90922017,324.0190711,4670.63
Sugarcane,Co 86032,Karnataka,Kharif,Peaty,27.21735389,22.64079083,83.51547539,23.31673125,60.68272753,7.457467787,40.55789575,60648.6
Wheat,Hard Red,Haryana,Rabi,Loamy,19.43085516,58.173844,91.13805448,40.58897602,92.35874314,5.53038625,274.4168558,6521.23
Maize,Dent,Karnataka,Kharif,Sandy,128.6754184,25.90820254,70.85941069,12.11301245,34.81586082,4.693146631,311.2427493,7290.08
Wheat,Durum,Madhya Pradesh,Rabi,Silt,37.47450238,37.88852491,80.75565047,25.2758414,80.99811018,8.170700301,139.033911,4374.37
Potato,Russet,West Bengal,Rabi,Clay,132.540637,16.77941599,21.55220813,17.2625914,49.55988364,6.813731453,342.4289634,32187.4
Potato,Russet,West Bengal,Rabi,Sandy,84.96106767,24.88248219,70.48286251,38.66742674,42.55886402,7.562865959,216.2410463,26098.29
Rice,Jasmine,Andhra Pradesh,Kharif,Silt,107.0973575,77.81438706,66.17412702,13.43904463,35.52679834,6.759513632,153.4271032,6525.37
Tomato,Roma,Andhra Pradesh,Zaid,Clay,121.8147589,7.016594104,49.13217424,10.99324979,68.13443615,8.301446512,275.5326385,31467.03
Tomato,Roma,Tamil Nadu,Kharif,Sandy,124.4136122,7.804612891,14.0512478,24.644785,48.28979954,7.71297031,317.977969,30451.11
Sugarcane,Co 86032,Maharashtra,Rabi,Silt,148.5724841,19.96465668,81.28008287,32.16312115,30.54946933,8.201471064,139.0023996,81481.01
Wheat,Soft Red,Punjab,Rabi,Peaty,33.72777726,12.74780466,69.56888442,42.64316911,42.35299875,6.710480847,250.6672905,4939.55
Sugarcane,Co 99004,Andhra Pradesh,Rabi,Peaty,87.45336916,12.62114548,57.33954588,44.39826551,98.32924961,6.234264852,277.2483613,90045.78
Sugarcane,Co 99004,Tamil Nadu,Kharif,Loamy,107.7959995,58.93739002,47.94133758,23.05601321,98.72688367,4.602635112,45.80849572,92454.44
Tomato,Roma,Tamil Nadu,Rabi,Peaty,105.5694385,68.45642049,19.1700814,38.3979988,85.78571791,6.701442961,90.15226861,29550.6
Maize,Dent,Madhya Pradesh,Rabi,Saline,50.44079819,80.26984923,83.28320471,11.93859835,96.30829513,6.036842097,160.7141285,5542.79
Tomato,Cherry,Andhra Pradesh,Kharif,Saline,42.0452269,40.38204267,50.45656413,35.68504021,39.62860612,6.6111018,47.4384192,19580.42
Rice,Jasmine,West Bengal,Kharif,Silt,142.6430924,20.54270898,30.76110261,23.22360262,95.25746774,6.13914752,345.0741801,6206.74
Maize,Sweet,Maharashtra,Kharif,Silt,106.6385145,71.9934167,46.64270431,40.47346652,88.93829067,8.372044941,154.7279876,6795.43
Maize,Flint,Uttar Pradesh,Kharif,Loamy,67.7692423,30.34479199,80.1970527,30.83710962,84.82398533,6.39598782,260.691647,9392.31
Rice,Arborio,West Bengal,Kharif,Peaty,96.98028388,34.78127402,65.07995608,18.25498382,92.8617721,8.240822715,315.962571,6624.72
Tomato,Roma,Madhya Pradesh,Kharif,Peaty,57.58390294,34.79787676,72.76606691,29.5449724,34.3661524,7.843500335,223.7449,30040.76
Tomato,Cherry,Karnataka,Rabi,Peaty,7.27924763,31.87949492,40.8292086,44.74943286,97.45484992,7.072397144,300.766291,23087.93
Tomato,Cherry,Madhya Pradesh,Kharif,Loamy,8.324136905,43.15750098,72.07748538,22.10105952,40.17559326,6.072914906,178.4629071,30265.71
Maize,Sweet,Uttar Pradesh,Rabi,Saline,107.9600939,5.997833859,43.86774657,11.6582063,36.89998031,4.940724523,60.87748827,3951.19
Maize,Flint,Maharashtra,Zaid,Silt,78.56509439,12.70424062,78.79669944,15.31910307,47.12859271,7.692953483,23.25037235,5194.34
Rice,Basmati,West Bengal,Kharif,Clay,102.6702735,65.02709548,49.37139301,25.14109996,48.04724596,6.837211127,86.50853228,5935.49
Tomato,Beefsteak,Andhra Pradesh,Zaid,Sandy,135.952928,38.50049024,83.2367998,36.40872016,95.84052774,7.189774616,304.7113393,34101.11
Maize,Sweet,Rajasthan,Zaid,Loamy,62.07740986,80.75569057,10.66209033,34.34454926,54.43542746,5.223653911,222.1204782,5883.17
